candidate_name,job_title,resume
Cand_211,software_engineer,"She earned her Masters in Computer Applications , Bachelors in Electronics. She has a decade of software engineering experience in diverse domains like EDA (Interra), Telecom(ST Micro), Network security(HP) and Cloud Hosting(IBM). Neetu is passionate about rural and women empowerment through technology , she is closely involved in many organisation working towards that goal (Vibha, AID, Systers, Pyladies e.t.c). Neetu is also the Systers Advisory Committee co-chair and co-organiser of DFW pyladies chapter and she actively participates in local STEM outreach programmes through IBM and CISD."
Cand_212,software_engineer,"He currently resides in northwest Ohio with his wife, daughter, son, and 5 dogs. He spends much of his time consuming fiction media in print and on screen. He loves Star Wars AND Star Trek and pretty much anything that involves even a modicum of swords and sorcery. Kim Frandsen"
Cand_213,software_engineer,"A developer who professes a love for Perl and C, Prasad maintains packages in Fedora. He also provides guidance to new participants in FOSS development showing them how to get their feet wet."
Cand_214,software_engineer,"He has experience in .NET technology and iOS application development in Objective C. Sparsh is a graduate from the renowned Indian Institute of Technology (IIT), Delhi. He is an avid reader and loves to spend his time reading novels."
Cand_215,software_engineer,"Currently the maintainer of the CephFS linux kernel driver. Before working on CephFS, he was a core developer of Btrfs. Zheng is based in Chengdu, China."
Cand_216,software_engineer,"Steve is a Christian, husband, and father who programs software in his spare time. His work usually deals with asynchronous and multithreaded programming, but he finds any challenging subject interesting. These days he uses C# and JavaScript but remains interested in many different languages. Steve is a Microsoft MVP and the author of Concurrency in C# Cookbook (O’Reilly) as well as several MSDN articles. He’s also the top answerer for async/await questions on Stack Overflow."
Cand_217,software_engineer,"Prior to joining Foursquare, Sajid was an engineer at Google New York, working on scaling Google’s global datacenter-to-datacenter network. He has previously held positions at Microsoft, Infragistics, and Princeton University, where he conducted research in web security, graph visualization, and location privacy."
Cand_218,software_engineer,"Gordon is a tireless volunteer at LandPaths outings, bicycling events for various organizations and at practically every known northern California acoustic music festival."
Cand_219,software_engineer,"He's been spending his time lately teaching organizations to build fantastic internal education programs. He also digs rock climbing and kayaking, despite being based in Chicago."
Cand_220,software_engineer,"With close to a decade of professional video games development under his belt, working on a variety of titles, across multiple platforms and genres, he has gained experience performing in multiple programming roles. Whether as an engine programmer or a member of the core game teams, he has designed, implemented and maintained systems including large scale rendering, lighting, particle and effects systems, as well as animation, math and core systems. In other roles he has been tasked with research and development, prototype development, creating exciting gameplay mechanics and AI for single player and networked multi-player games. Working closely with artists and designers, he has helped create multiple AAA titles.Director biography: Stephen Honegger"
