candidate_name,job_title,resume
Cand_111,software_engineer,He is an experienced JavaScript and Ruby programmer with chops in front and backend development along with database architecture. Akash has a deep interest in pure functional languages and is a padwan haskell hacker. He enjoys exploring surrounding areas on his bike when not working.@akshagrwl Share
Cand_112,software_engineer,He is the creator of the Chinese home cooking blog Red Cook. He is also one of the authors of Knack Chinese Cooking: A Step-by-step Guide to Authentic Favorites Made Easy. He caters privately and also hosts regular ten-course Chinese banquets. He also teaches Chinese cooking classes at the Institute of Culinary Education in New York City.
Cand_113,software_engineer,"His experience includes application security, optimizing upload+download performance, and high performance distributed key/value systems. As a member of the Caching Team at Box, he helps build reliable, scalable key/value systems for engineers to build new capabilities and experiences for Box."
Cand_114,software_engineer,"He's currently working on various test automation tools including the Android UiAutomator. Prior to joining Google, Adam worked at Simplify Media where he developed custom tools for automating a complex test matrix made up of various platform types, music players and streaming audio formats. Prior to Simplify Media Adam worked 5 years at Siebel Systems and 9 at Octel/Lucent Technologies where he developed custom test automation tools for business and telephony applications."
Cand_115,software_engineer,He holds a B.S. in Computer Science from the University of Illinois Urbana-Champaign and an M.S. in Computer Science from The Johns Hopkins University. He is the technical lead for ESSENCE.
Cand_116,software_engineer,"He has been a Java developer since 1996 and has had the chance to work on practically every tier conceivable for applications from web front ends to custom ORM frameworks. Most notably, he was responsible for the websocket implementation available in GlassFish and Grizzly and is a member of the JSR 356 websockets expert group. Justin is an active member of the open source community and blogs less frequently than he intends at http://antwerkz.com."
Cand_117,software_engineer,"He has been working at Samsung Electronics for 6 years, focusing on the development and improvements of EFL (Enlightenment Foundation Libraries) toolkit and Tizen platform. He participated in Tizen Camera (NX300) and Tizen Wearable Device (Gear 2/Gear S) product development. He is a technical leader of a team and likes to co-operate with other engineers. He spends most of his time making technical decisions, helping/answering/training engineers and writing code. He likes to share experience as a technical mentor and helps other engineers work effectively and enjoy their work."
Cand_118,software_engineer,He works in the Architecture Enhancements development team for CICS Transaction Server. He joined IBM in 2008 after graduating from the University of Southampton with a Master of Engineering degree in Computer Science with Distributed Systems and Networks. He developed Validator for WS-Policy in Eclipse as a Hursley Blue Opportunity project.
Cand_119,software_engineer,This includes Artificial Intelligence where he has experience both as a practitioner (particularly towards the application of AI towards computer vision) and also as an educator on this topic through having significant involvement in both the creation and delivery of AI Camp.
Cand_120,software_engineer,"She started working for Priceline in 2016 as an Associate Software Engineer. This is her first professional development position after graduating from Full Stack Academy. Prior to starting Full Stack Academy, she worked as a software support & training manager for four years & helped a friend start a non-profit organization to support women's leadership in sovereign financial entities."
