candidate_name,job_title,resume
Cand_241,software_engineer,"Jacques has been a manager, team lead, and developer on multiple IBM warehousing and metadata products since 1984. Currently, Jacques is responsible for prototype development of integration scenarios with the IBM WebSphere family of products.Julien Muller is a software engineering intern at IBM's Silicon Valley Laboratory. He recently graduated from the University of Paris Dauphine in France with a Master's degree in computer science, specializing in Databases."
Cand_242,software_engineer,"Currently he works on Lotus Connections and is part of a team developing Homepage and News components, for which he also developed part of the Notification Framework. Lorenzo received his Master's degree in Software Engineering from the University of Roma III in 2005."
Cand_243,software_engineer,"Aaron has helped a variety of clients realize their web and mobile goals, and offers expertise with both development and design. He is currently living in Ottawa, Ontario and his favourite hobbies include tinkering, reading and problem solving - mostly in that order."
Cand_244,software_engineer,Henry supports IoT developers using the Yocto Project and by understanding and anticipating their pain points proposes improvements to the tools and workflow. Before joining the Yocto Project Henry was in a context awareness research team where he presented his work at IEEE and internal Intel conferences. Henry has a BSc in Electrical Engineering and PhD in Image... Read More →
Cand_245,software_engineer,"He got his start in programming maintaining legacy mainframe applications in COBOL at a large trucking company, but quickly realized he needed to find a more productive environment in order to stay sane. He jumped at the opportunity to help transition some of those COBOL applications to .NET, and he hasn’t looked back since. He has been working with Microsoft technologies since the .NET 1.0 days, and is interested in introducing modern web development techniques to the clients he works with. Brian is a five-time recipient of the Microsoft MVP award and a graduate of Harding University."
Cand_246,software_engineer,"His focus at Tensorflow is multi-GPU APIs and distributed execution. Prior to joining Tensorflow, he was a software engineer in AdWords for 5 years, mostly working on distributed real-time systems responsible for advertisers' budgets."
Cand_247,software_engineer,"He specializes in mobile and web application testing in both automation and manual. Prior to working at 3Pillar, Rajesh worked in mobile native app testing for Nokia India PVT Ltd, automation using Selenium and Java for Cognizant Technology Solutions, and mobile ads testing for Airpush Inc. India."
Cand_248,software_engineer,"She began working at EA in 2014 after graduating from UC Berkeley with a B.S. in Electrical Engineering and Computer Sciences. She currently works in supporting EA’s mobile games by providing services such as in-app purchases, telemetry, push notifications, and real-time messaging. Christine codes directly with a variety of platforms and languages, supporting iOS, Android, and Windows, as well as C++ and Unity."
Cand_249,software_engineer,"He has over 14 years of experience in application development for databases using different technologies (Java, Microsoft and 4GLs) and also Eclipse technologies."
Cand_250,software_engineer,"He regularly collaborates with game developers to optimize the latest games on Intel’s multi-core and graphics platforms. He is also conducting research on parallel programming and visual computing for many-core. He received his PhD from Seoul National University, and he has published several papers on computer animation and simulation in top graphics journals and conferences."
