candidate_name,job_title,resume
Cand_011,software_engineer,"Her work there includes development in PostgreSQL and EDB Postgres Advanced Server. Prior to EnterpriseDB, Rafia worked on multi-objective query optimisation for cloud databases as her masters’ project. Her main areas of interest include query optimisation, database benchmarking, and new ventures in database technology for cloud platforms. \"
Cand_012,software_engineer,"He is currently the architect, lead developer and maintainer of the IoTivity-Constrained project for embedded IoT based on standards by the Open Connectivity Foundation (OCF). He has a diverse engineering background with a keen interest in machine learning, distributed systems, and emerging technologies that will create a scalable Internet of Things for the... Read More →"
Cand_013,software_engineer,"After developing embedded Linux terminals for the payment industry and distributed storage technology at Google in C++, he decided that C++ productivity lags significantly behind other programming languages and set out to change this. He led the effort to grow Clang (http://clang.llvm.org) into a world class tooling platform for AST-based C++ tools and spearheaded large scale distributed semantic C++ code transformations both at Google and in the broader industry. Besides being sad that Germany lost against France in the Euro 2016, he is currently modularizing Google's internal C++ codebase and leading the development of the next generation of Clang-based C++ tools that range from editor based code completion to deep API refactorings."
Cand_014,software_engineer,"He has completed his BE in Computer Engineering and PG-DAC. His expertise lies in Python and Odoo. He is currently working on Python, CSS, XML, Postgres and MySQL. he enjoys playing and watching cricket, reading books and spending time with friends."
Cand_015,software_engineer,"He served in a consultant role to design a lightweight systems integration solution for the next generation Foundations Recovery Network using GlassFish, Java EE 6, JPA, @Scheduled EJBs, CDI, JAX-RS and JSF. He lives in Nashville, TN where he helps organize the Nashville Java User Group. Kerry shared his Java EE/GlassFish adoption story at the JavaOne 2013 Sunday GlassFish community event - check out the video..."
Cand_016,software_engineer,"His research interests span across computer architectures, compilers, and runtime systems. From 2007 to 2010, Taewook worked as a researcher at Samsung Advanced Institute of Technology. He received his B.S. with honors in Electrical Engineering from Seoul National University in 2005 and M.S. in Electrical Engineering and Computer Science from the same university in 2007. He obtained a Ph.D. in Computer Science from Princeton University in 2015."
Cand_017,software_engineer,"He has worked on multiple projects involved in the Hadoop workflow lifecycle. He's one of the core developers of popular open source projects—Dr.Elephant and Linkedin Gradle plugin for Apache Hadoop. Currently, Anant is focussing on increasing Hadoop developer productivity at LinkedIn. He's working on an end-to-end testing framework for Spark workflows. Anant holds a Masters in Computer Science from Indian Institute of Technology(IIT), Madras."
Cand_018,software_engineer,"He is addicted to driving two-lane highways and, since 1999, has documented his travels on them at DennyGibson.com. His photographs and writings have appeared in other travel books and magazines. He is the author of ""By Mopar to the Golden Gate"" which tells the story of driving the Lincoln Highway during its centennial year in a fifty year old car."
Cand_019,software_engineer,"He is the CEO & Co-Founder of WePay, which aims to be the easiest way for small businesses to accept payments online. Visit EOFire.com Download this Episode"
Cand_020,software_engineer,"He focuses his efforts on improving server-side reliability, accelerating delivery cycle times, and making production deployments boring and uneventful."
