candidate_name,job_title,resume
Cand_031,software_engineer,"Starting as a Quality Engineer, he was able to bring test expertise into his current software engineer role and ensure a delivery of high quality products. In addition to being an Individual Contributor, he is a Scrum Master focused on making his team more efficient and productive. His background involves studying medicine, Bioinformatics, and now being in a purely Software Engineering-centric area."
Cand_032,software_engineer,"His primary aims are exploiting promising software technologies and introducing them into new products, such as next-generation mobile phones. His professional interests are software architecture, design patterns, and real-world programming. He has presented numerous talks on subjects ranging from dynamic graph algorithms to embedded Java virtual machines."
Cand_033,software_engineer,"He is a frequent industry speaker on server-side Java topics and the co-author of Web Development with JavaServer Pages, 2nd Edition. Mark can be contacted at mak@taglib.com."
Cand_034,software_engineer,"Her career at NCAR spans several decades and began as a graduate student participating in the former Scientific Computing Division's Fellowship Program in Scientific Computing. After completing her MS in meteorology and MA in mathematics at the Pennsylvania State University, she joined CGD's Oceanography Section, where she provided programming support for individual scientists' research. In the early 1990's, Ms. Norton became the CSM ocean-model software engineering liaison. Presently she is the lead software engineer on the Modeling Ocean Variability and Biogeochemical Cycles (MOBY) project, incorporating the MIT Darwin ecosystem model into CESM."
Cand_035,software_engineer,"He is currently part of the team responsible for the App Live product and has been part of several teams at BrowserStack, a JS Foundation member. Apart from helping build a Central Logging Service, he was also involved in building a real time message relaying service and building an uploader service to handle all the app uploads for App Live product using NodeJS. His love for JavaScript and Golang keeps him occupied with learning all about them and their internals."
Cand_036,software_engineer,"He has Played ‘A’ divison cricket for Shantibhai Sheth Memorial CC, Rajasthan CC, MCA Certified O level coach and actively plays and contributes on local cricket."
Cand_037,software_engineer,"He has worked on design and development of system administration part of Weblogic application server. In addition he has been responsible for design and development of the JMX based system administration module of Weblogic Administration. He has designed and developed new application deployment modules for next release of Weblogic. Mr. Akbar has previously worked on security areas like SSL, digital certificates."
Cand_038,software_engineer,Peng is interested in machine learning algorithm optimization and large-scale data processing. He holds a PhD from the University of Science and Technology of China.
Cand_039,software_engineer,"Mohammad works with the open source ecosystem development team, and his primary focus is open ecosystem use case development & proof of concepts (PoC). His key area of experience is in Virtualization Management (PowerVM, KVM, VMware, z/VM), SAN and Open Ecosystem for Linux on z Systems. In past projects, he worked as developer, quality assurance, service and infrastructure... Read More →"
Cand_040,software_engineer,"Jess loves all things involving Linux namespaces and cgroups and is probably most well known for running desktop applications in containers. She has been a maintainer of Docker and a contributor to RunC, Kubernetes, Linux, and Golang, among other projects and maintained the AppArmor, seccomp, and SELinux bits in Docker."
