candidate_name,job_title,resume
Cand_041,software_engineer,"He has worked on everything from embedded systems to distributed systems to e-commerce, online games and much more. Steve has been at Google for the past eight years, where he has worked on Ads and Music systems, and most recently on a project to organize and serve all the world’s compiler output. Prior to joining Google, Steve was a Senior Engineering Manager at Amazon.com, where he spent nearly seven years leading teams in Developer Tools and Customer Service systems. Steve graduated from the University of Washington with a B.S. in Computer Science."
Cand_042,software_engineer,"Her research and engineering interests include machine learning for personalization, and data privacy. Her work leverages techniques from machine learning, information theory, random matrix theory, statistics and privacy theory, and aims at bridging theory and practice. From 2011 to 2016, she was a principal research scientist at Technicolor research center in Los Altos, CA. From 2009 to 2011, she was a postdoctoral researcher at the Massachusetts Institute of Technology (MIT) /Research Laboratory of Electronics (RLE), Cambridge, MA. She received her Ph.D. degree in 2008 and her Diplome d'ingenieur (M.Sc.) in 2005 both in electrical engineering, from Ecole Nationale Superieure des Telecommunications de Paris and EURECOM, France. She is a Member of IEEE and of ACM. Web: http://nadiafawaz.com."
Cand_043,software_engineer,"He also worked as a Bible translator and teacher, and has master’s degrees in physics and linguistics. Although he’s not a musician, he appreciates music as one of God’s greatest gifts to the human race. Bach wrote his music to glorify God, and he has succeeded in doing so in Bruce’s heart and mind more than any other composer, ancient or modern. Bruce feels privileged to support the Dallas Bach Society’s outreach as a board member."
Cand_044,software_engineer,"The proud father was extremely happy with the performance of his son which was far better than what they did in their own time. He is pretty much confident that Rohan will do well in JEE Advanced as well, mentioning that Rohan has always taken his studies seriously. It was due to Rohan that they had to go without television sets for two years, he added. Rohit is hopeful that his son will make to one of the IITs."
Cand_045,software_engineer,"In the last two years, his area of expertise has been in Java Card and biometric-based solutions. He can frequently be found answering questions on Sun's Java Card Developer Forum. java_card@hotmail.com"
Cand_046,software_engineer,"He joined Mozilla and engaged in the B2G project since October 2012. He's working on performance tuning and memory saving currently. Before joining Mozilla, he was the leader of the virtual machine team of Mstar Semiconductor and worked on Java Virtual Machine and compilers."
Cand_047,software_engineer,"He is passionate about open source software and extensibility scenarios and is the curator/primary contributor for Qumulo’s growing body of sample code on GitHub (https://github.com/Qumulo). Michael loves talking about code, bicycling and music. Tommy Unger"
Cand_048,software_engineer,"He works on the Implementations team to add new features to BriteCore's software. Rohith holds a B.S. in Information Science from Visvesvaraya Technological University. Over the last two years, he has worked as a software developer in an Ad-tech start-up company in Bengaluru, India. He aided in automating tasks and was responsible for providing documentation to help clients interact with the system. When he is not working, Rohith likes to go on hikes and read novels. He can be reached at rohith@britecore.com."
Cand_049,software_engineer,"Foreign Policy magazine named Bassel one of its Top 100 Global Thinkers of 2012, “for insisting, against all odds, on a peaceful Syrian revolution.” And in March 2013, the international organization Index on Censorship awarded Bassel the 2013 Index on Censorship Digital Freedom Award for his work using technology to promote an open and free Internet."
Cand_050,software_engineer,Focused on Big Data and Cloud architectures (aka Distributed Systems). He works at Talend France as an Open Source Software Engineer. He is an Apache Beam committer and PMC member and an enthusiastic contributor to multiple open source projects.
