candidate_name,job_title,resume
Cand_231,software_engineer,"She has four years of work experience in software development and technical support. Adelene holds a Bachelor's degree in Electronic Engineering from Universiti Tunku Abdul Rahman, Malaysia."
Cand_232,software_engineer,Watson Research Center. She received her bachelor's and master's degrees in computer science and electrical engineering from MIT in 2000 and 2001. Rania is a codeveloper and coarchitect of the IBM BPEL4WS prototype implementation (BPWS4J). She is an active member of the OASIS WS-BPEL Technical Committee standardizing BPEL. She has published numerous papers in the field and has served on the program committees of conferences and workshops. Rania is currently pursuing her Ph.D. studies under Professor Dr. Frank Leymann with the University of Stuttgart.
Cand_233,software_engineer,"He has worked on the Optim Development Studio and the IBM Migration Toolkit (MTK) teams. Currently, he is responsible for the SQL and XQuery editor component of the Optim products."
Cand_234,software_engineer,"He has been working in the technical world for about 15 years and has seen a variety of organizations in motion. Robert is currently an Agile Practice Leader for about 20 teams at Capital One. He is passionate about innovation, collaboration, and most importantly - delivery."
Cand_235,software_engineer,He has worked for various multi-national software companies both in India and in the USA after completing his Masters from Illinois Institute of Technology. Nagaraj is also a professional Carnatic violinist and has interests in Srivaishnava philosophy and the Sanskrit language.
Cand_236,software_engineer,He has 14 years of IT industry experience with 6 years spent in developing Rational and WebSphere Studio IDEs and 6 years spent in Smalltalk consulting services. He currently works on enabling IBM Business Partners on IBM IP Multimedia Subsystem and WebSphere software. He holds a Bachelor of Engineering degree in Computer Science.
Cand_237,software_engineer,"He has led the Sqoop community in the architecture of the next generation of Sqoop, known as Sqoop 2. He is also a co-auhor of Apache Sqoop Cookbook, easy to understand introduction into Sqoop. He’s contributed to several projects in the open source community and is a committer and PMC member... Read More →"
Cand_238,software_engineer,"He received a B.S. in Computer Science from Texas Southern University, Houston, TX, in 2002, where he was a standout student. After his first semester, he was chosen to co-op at United Space Alliance which at the time was the largest contractor for the Space Shuttle Program. Because of outstanding performance, he was hired full time the following semester while he was still finishing his degree. He obtained his M.S. in Computer Science in 2006 from TSU, where he had the honor of being in the inaugural graduating class of Computer Science Masters Degree candidates. He has begun to pursue a Ph.D. in Computer Science at the University of Houston."
Cand_239,software_engineer,"Prior to joining StreetLight Data, he spent eight years at Purisima, which was later acquired by SAP. On the side, Mikey also helped to launch, grow, and sell a successful family business that simplified the financial aid application process for college students. His career began at Atari Systems, where he developed nine profitable sports arcade games. Mikey holds a B.A. in Computer Science from UC Berkeley."
Cand_240,software_engineer,Joseph joined Curata from SONiVOX where he was responsible for quality assurance as well as improving build and release procedures. Prior to that he was a freelance web designer and developer. Joseph is a graduate of Berklee College of Music.
