candidate_name,job_title,resume
Cand_121,software_engineer,"Being a great fan of modern and functional programming languages, he has been using Kotlin since its beta version. Always keen on diving into new technologies. Especially, he is passionate about machine learning and its application in data science and computer vision. Samuel believes Kotlin language has a great potential for multipurpose and multi-platform development. He has working experience in both big corps like Samsung and small, fast-paced and award-winning startups. He is an active contributor to open source projects"
Cand_122,software_engineer,"His passions have come together in his work digitizing the Museum's photographs and collecting other public source images at very high resolution and then seeking out the same exact spot for a comparative modern photographic image. His talks are visually superb and are accompanied by his knowledgable and engaging commentary. Thursday, October 29, 2015, 6:30 - 8:00 p.m. Inside Market Basket: A Commercial Anchor of Union Square"
Cand_123,software_engineer,"He graduated in Applied Mathematics from the University of Athens and he has an MSc and an MPhil from the University of Manchester Institute of Science and Technology (UMIST), and a PhD from the University of Manchester."
Cand_124,software_engineer,"Alison graduated from Montana State University in May 2014 with a bachelor’s degree in Computer Science and two minors, one in Japanese Studies and the other in Statistics. She works on SVS features in both the core product and in scripts. When not at work, Alison enjoys playing video games and drawing. Read posts by this author »"
Cand_125,software_engineer,"When he isn’t contributing to open source projects such as Samba, OpenLDAP, and MythTV, he enjoys tinkering with remote control cars and mountain biking with his girlfriend, Shiela. Formerly, Josh was a system administrator at the University of Arizona Lunar and Planetary Lab. Josh can be reached at class=""emailaddress"">bjosh@engr.arizona.edu."
Cand_126,software_engineer,"He has worked on the Optim Development Studio and the IBM Migration Toolkit (MTK) teams. Currently, he is responsible for the SQL and XQuery editor component of the Optim products."
Cand_127,software_engineer,"He joined Red Hat Inc. in 2003 to work on the OpenOffice Suite, due to his involvement on the Mac OS X port of OpenOffice. In 2004 he was asked by Havoc to ""look at making networking not suck (because it really, really did"" (Williams, 2010). This led Dan to start working on NetworkManager from whom he is the upstream maintainer since 2005."
Cand_128,software_engineer,"He has developed 3 social networks, Club Nexus, inCircle, and Orkut. He started developing his first social network in 2000, and started working for Google a couple of years later. He decided to use his 20% free time to work on another social network. Marissa Mayer convinced him to name it after himself, and they named it Orkut. Currently, Orkut Büyükkökten is a product manager at Google. He also is a certified masseur, an avid ballroom dancer and likes to make chocolate fondue."
Cand_129,software_engineer,"He focuses much of his effort on building interactive tools to visualize and explore multidimensional datasets. He is the lead developer of Glue (glueviz.org), and contributes to SciDB-Py. He holds a PhD in astrophysics from the University of Hawaii's Institute for Astronomy."
Cand_130,software_engineer,"He has built web based SaaS apps for an insuance game changer startup and architected large complex credit monitoring solutions for Experian where he worked with and mentored hundreds of other developers. In the past year he left with the mission: ""to produce the people he wants to work with"" to teach at a coding bootcamp and then launch his own startup, Algorithm Academy, to prepare software developers for interviews at tech companies. When he's not changing lives, he can be found hiking the beautiful Southern California hills or teaching his parrots how to do tricks."
