candidate_name,job_title,resume
Cand_191,software_engineer,"In his two years career, he was both member of the team containerizing the service oriented architecture with Docker, and also among the initial effort of adopting Mesos to modernize the cluster management stack. Before Uber, Zhitao Li worked for Facebook and Google."
Cand_192,software_engineer,"He loves open source, building useful products and interacting with the community! In his spare time, he’s either travelling the world and attending WordPress events or building small products that try to push the boundaries of everyday WordPress development."
Cand_193,software_engineer,He got his higher education from Tallinn University of Technology ( Class of 2006; 2010; 2013 ) in Estonia. He started coding in 2001 spring and has been actively accumulating knowledge since.
Cand_194,software_engineer,"Growing up in Vienna, he previously co-founded a legal marketplace startup connecting attorneys with potential clients, and has accumulated over 10 years of experience in iOS security research and app development, leading development on several high-profile projects such as iRecovery — an open-source utility used by law enforcement agencies for forensic data analysis, and millions of people worldwide.“"
Cand_195,software_engineer,"Receiving internship offers from companies like NASA JPL, he has worked at IBM and Medium.com. Lincoln also teaches programming concepts on his ModernNerd YouTube channel by which he emphasizes relating coding concepts to real human experiences."
Cand_196,software_engineer,"Akshay was curious about how gadgets/appliances worked, right from childhood and has made a mess by dissecting many appliances. Currently, his wheels are turning for the IT industry. He is working for a start up company; is a radical thinker and likes to develop applications with a “WOW” factor."
Cand_197,software_engineer,"He has been working on distributed storage systems for 5 years. His recent activities includes developing etcd, especially auth related stuff, as one of the maintainers. He is also working on techniques of effectively distributing deep learning tasks on kubernetes with machine learning researchers."
Cand_198,software_engineer,"Prior to moving into software engineering he studied Oriental Studies, specialising in classical literature. Outside work, his interests include music, food, drink and computer gaming."
Cand_199,software_engineer,"He now wants to use his knowledge to increase understanding of spiritual/philosophical issues, reduce oppression, and improve education (while sounding overly important). He occasionally does math online here: http://theproblemyard.wordpress.com/"
Cand_200,software_engineer,"He is involved in BSD and Linux operating systems development for ARM and PowerPC-based computers. Zbigniew graduated from AGH University of Science and Technology in Krakow with a degree in Electronics and Telecommunications. He is mainly interested in computer science, microprocessor technology, embedded systems and kernel development. He has been a FreeBSD committer since 2013."
