candidate_name,job_title,resume
Cand_021,software_engineer,"He’s in the enviable position of being a skilled worker who is highly sought after by employers. Careerbuilder recently revealed that software developers are among the more than 100 occupations in the U.S. that have more openings than hiring month-to-month, building on a trend this year that has twice as many employers looking to fill jobs than there are candidates who apply."
Cand_022,software_engineer,"His career began at Motorola during their Six Sigma roll-out and adoption of lean manufacturing principles. Brad then leveraged these principles, working with several central Indiana start-ups ranging from robotic lawnmowers and remote IoT systems, to algae production. In his current role at SEP, Brad is leveraging his experiences helping customers deliver better software products, with higher quality and reduced cycle times."
Cand_023,software_engineer,"He is the creator of Statoshi, a fork of Bitcoin that analyzes statistics of Bitcoin nodes, founder of Mensa’s Bitcoin Special Interest Group, and is a recurring guest on TechCrunch’s Bitcoin podcast. After being a Bitcoin enthusiast for several years, he is now employed by BitGo, an enterprise Bitcoin security service."
Cand_024,software_engineer,"Before Hackbright, she completed a master’s degree in urban planning with concentrations in technology and design. She wrote her thesis on analyzing social media data to understand how public spaces are used. Meghan’s background is in design and mass communications. Follow her on Twitter @MeghanHade and on GitHub @meghanhade. She has a website. Meghan graduated from the Hackbright engineering fellowship classclass of Summer 2014."
Cand_025,software_engineer,He has extensive experience building data pipelines involving such systems as well as giving training courses on them. Alex is the first ever certified Databricks trainer. Previously he worked at CERN on building a large scale monitoring system for the ATLAS experiment on top of Apache Cassandra.
Cand_026,software_engineer,He has an experience of over 4 years in the design and development of web applications. He is having a good knowledge in Healthcare domain. He has worked on healthcare domain for about 3 years before moving to the other domains. He also has good knowledge in GWT and SmartGWT technologies which are current hot trends in the place of technologies. Recent Milestones
Cand_027,software_engineer,"She has been associated with community service since she moved to Bangalore in 2007. She volunteers with Pankhudi Foundation, an NGO working for the underprivileged kids and with many other groups at individual level.She likes travelling and exploring interesting places and food. She loves writing and blogs at http:... more"
Cand_028,software_engineer,Peng is interested in machine learning algorithm optimization and large-scale data processing. He holds a PhD from the University of Science and Technology of China.
Cand_029,software_engineer,"Prior to joining Redis Labs, Danni worked on a ground breaking cyber security technology, a Behavioral Firewall and served in an elite unit in the Israeli Defense Forces."
Cand_030,software_engineer,"He currently leads Twilio's Data Platform team, building scalable and reusable data infrastructure to support a 400-person R&D organization. Sam has a different hair color every month, enjoys cycling and cooking, and resides in the San Francisco Bay Area with his husband Kameron and their dogs Basil and Mochi."
