candidate_name,job_title,resume
Cand_081,software_engineer,"As a consultant he is currently involved in the development of projects in financial areas, for bigger European bank institute. His interests varies from distributed systems to main fields of AI like machine learning and semantic web."
Cand_082,software_engineer,"She has presented at meetups and conferences around the world, including OSCON, Latinoware, and FOSDEM. She has published articles in various technical magazines and is currently working on MongoDB: The Definitive Guide to be published with O'Reilly. She lives in New York City and enjoys cartooning in her free time. Questions? Please send email to Sign up today to receive special discounts, product alerts, and news from O'Reilly."
Cand_083,software_engineer,"Prior to joining Pure Storage, he worked in engineering roles at IronPort Systems and Cisco Systems. Occasionally, he emerges from the depths of Pure engineering to write a blog about how some features work and why."
Cand_084,software_engineer,"She is a contributor to MongoDB, PyMongo, Monary, and a few other MongoDB Drivers but is working now on Compass, the GUI for MongoDB. She enjoys hiking, road biking, climbing, and is most happy when she can do her work outdoors"
Cand_085,software_engineer,"Formerly, Richard was Chief Scientist for modeling products at Borland Software .. Corporation where he managed both open .. source and commercial product development Richard represented Borland on the Eclipse Board of Directors, Planning and Architecture Councils, co-founded the top-level Eclipse Modeling Project. Richard is author of the book, “Eclipse Modeling Project, a Domain-Specific Language Toolkit.” Prior to Borland, Richard worked at TogetherSoft, Ariba, and Andersen Consulting. Richard holds a Bachelor of Computer Science and Engineering degree from the University of Connecticut. He was a reactor operator in the U.S. Navy before entering his career in software."
Cand_086,software_engineer,"He is an experienced project manager, developer, and tester, who has consulted at over 100 companies in North America and Europe. Stefan P. Jaskiel is an Information Manager experienced in the development of technical documentation. He has developed a wide variety of reference manuals, online help systems, and multimedia CD-ROMs for Hardware and Software Applications in Client/Server, Web, and PC environments. Stefan has also led the design and development of Data Warehouses and other systems for managing and disseminating technical information."
Cand_087,software_engineer,"He joined the Workplace and Portal Foundation Development in 2003 and works in the Portal Engine team. His main areas of focus are navigational state handling and page aggregation. Stefan studied Software Engineering at the University of Stuttgart, Germany, and holds a diploma in Computer Science."
Cand_088,software_engineer,"One day, in a fit of rage at bullshit in the tech industry she had a eureka moment. Bees that shoot fire. Bees that can burn the patriarchy to the ground! With the help of her biologist friend, she genetically engineered this new species, and the firebees were born."
Cand_089,software_engineer,"His work is primarily focused on low-level software development for macOS platform. He has experience in OS-development, embedded systems and software security. | | Prior to moving to Saint Paul, MN, Pe... Read More →"
Cand_090,software_engineer,"He lives in New Delhi, a beautiful capital of India. He also love music, traveling (And gettin’ caught in the rain.) He contributes to several other blogs as well. For a collection of Motivational articles by him, please visit another blog: www.VisionShine.com."
